Text,Class_Label
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/30/2001 11:21 AM --------------------------- Susan J Mara@ENRON 01/30/2001 09:14 AM To: Alan Comnes/PDX/ECT@ECT, Angela Schwarz/HOU/EES@EES, Beverly Aden/HOU/EES@EES, Bill Votaw/HOU/EES@EES",Normal
"George, Keith and I are reviewing your proposal. We will send you a response by this evening. Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/29/2001 03:26 PM --------------------------- ""Stephen Benotti"" on 01/29/2001 11:24:33 AM To: ""'pallen@enron.com'"" <pallen@enron.com> cc: Subject: RE:Stock Options Phillip here is the inform",Normal
"Jeff, That is good news about Leander. Now for the stage. I would like to get it sold by the end of March. I have about $225K invested in the stagecoach, it looks like I need to get around $745K to breakeven. I don't need the cash out right now so if I could get a personal guarantee and Jaques Craig can work out the partnership transfer, I would definitely be willing to carry a second lien. I understand second liens are going for 10%-12%. Checkout this spreadsheet. These numbers should get the place sold in the next fifteen minutes. However, I am very concerned about the way it is being shown. Having Lucy show it is not a good idea. I need you to meet the buyers and take some trips over to get more familar with the property. My dad doesn't have the time and I don't trust Lucy or Wade to show it correctly. I would prefer for you to show it from now on. I will have the operating statements complete through December by this Friday. Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/29/2001 12:14 PM --------------------------- To: <cbpres@austin.rr.com> cc: Subject: Re: SM134 George, Here is a spreadsheet that illustrates the payout of investment and builders profit. C",Normal
"George, We should hear from the bank in Houston on Monday. The best numbers and times to reach me: work 713-853-7041 fax 713-464-2391 cell 713-410-4679 home 713-463-8626 pallen70@hotmail.com (home) pallen@enron.com (work) I am usually at work M-F 7am-5:30pm. Otherwise try me at home then on my cell. Keiths numbers are: work 713-853-7069 fax 713-464-2391 cell 713-502-9402 home 713-667-5889 kholst@enron.com Phillip",Normal
"Dexter, You should receive a guest id shortly. Phillip",Normal
"Griff, Can you accomodate Dexter as we have in the past. This has been very helpful in establishing a fair index at Socal Border. Phillip Please cc me on the email with a guest password. The sooner the better as bidweek is underway. ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/26/2001 09:49 AM --------------------------- Dexter Steis on 01/26/2001 07:28:29 AM To: Phillip.K.Allen@enron.com cc: Subject: NGI access to eol Phillip, I was wondering if I could trouble you again for another guest id for eol. In previous months, it has helped us here at NGI when we go to set indexes. I appreciate your help on this. Dexter",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/26/2001 09:41 AM --------------------------- From: Chris H Foster 01/26/2001 05:50 AM To: Phillip K Allen/HOU/ECT@ECT cc: Vladimir Gorny/HOU/ECT@ECT Subject: Status of QF negotiations on QF,Normal
"Patti, This sounds like an opportunity to land a couple of analyst to fill the gaps in scheduling. Remember their rotations last for one year. Do you want to be an interviewer? Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/25/2001 12:46 PM --------------------------- From: Jana Giovannini 01/24/2001 09:42 AM To: Chris Gaskill/Corp/Enron@Enron, Marc De La Roche/HOU/ECT@ECT, Mark A Walker/NA/Enron@Enron, Andrea V Reed/HOU/ECT@ECT, Katherine L Kelly/HOU/ECT@ECT, Stacey W White/HOU/ECT@ECT, John Best/NA/Enron, Timothy J Detmering/HOU/ECT@ECT, Barry Tycholiz/NA/Enron@ENRON, Frank W Vickers/NA/Enron@Enron, Carl Tricoli/Corp/Enron@Enron, Edward D Baughman/HOU/ECT@ECT, Larry Lawyer/NA/Enron@Enron, Jere C Overdyke/HOU/ECT@ECT, Brad Blesie/Corp/Enron@ENRON, Lynette LeBlanc/Houston/Eott@Eott, Thomas Myers/HOU/ECT, Jeffrey C Gossett/HOU/ECT@ECT, Maureen Raymond/HOU/ECT@ECT, Kayne Coulter/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Chris Abel/HOU/ECT@ECT, Steve Venturatos/HOU/ECT@ECT, Ben Jacoby/HOU/ECT@ECT cc: David W Delainey/HOU/ECT@ECT, John J Lavorato/Corp/Enron@Enron, Mike McConnell/HOU/ECT@ECT, Jeffrey A Shankman/HOU/ECT@ECT Subject: Analyst Interviews Needed - 2/15/01 All, The Analyst and Associate Programs recognize we have many Analyst needs that need to be addressed immediately. While we anticipate many new Analysts joining Enron this summer (late May) and fulltime (August) we felt it necessary to address some of the immediate needs with an Off-Cycle Recruiting event. We are planning this event for Thursday, February 15 and are inviting approximately 30 candidates to be interviewed. I am asking that you forward this note to any potential interviewers (Managers or above). We will conduct first round interviews in the morning and the second round interviews in the afternoon. We need for interviewers to commit either to the morning (9am-12pm) or afternoon (2pm-5pm) complete session. Please submit your response using the buttons below and update your calendar for this date. In addition, we will need the groups that have current needs to commit to taking one or more of these Analysts should they be extended an offer. Thanks in advance for your cooperation. Thank you, Jana",Normal
I would support Matt Lenhart's promotion to the next level. I would oppose Ken Shulklapper's promotion.,Normal
"Nick, There is a specific program that we are using to recruit, train, and mentor new traders on the gas and power desks. The trading track program is being coordinated by Ted Bland. I have forwarded him your resume. Give him a call and he will fill you in on the details of the program. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/25/2001 12:39 PM --------------------------- Enron North America Corp. From: WorkLife Department and Kidventure @ ENRON 01/24/2001 09:00 PM Sent by: Enron Announcements@ENRON To: All Enron ,Normal
"Lucy, #32 and #29 are fine. #28 paid weekly on 1/5. Then he switched to biweekly. He should have paid 260 on 1/12. Two weeks rent in advance. Instead he paid 260 on 1/19. He either needs to get back on schedule or let him know he is paying in the middle of his two weeks. He is only paid one week in advance. This is not a big deal, but you should be clear with tenants that rent is due in advance. Here is an updated rentroll. Please use this one instead of the one I sent you this morning. Finally, can you fax me the application and lease from #9. Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/25/2001 08:17 AM --------------------------- From: Leslie Lawner@ENRON on 01/24/2001 08:17 PM CST To: MBD <MDay@GMSSR.com> cc: Harry Kingerski/NA/Enron@Enron, Jeff Dasovich/NA/Enron@Enron, ",Normal
"Lucy, Here is a rentroll for this week. I still have questions on #28,#29, and #32.",Normal
"Larry, I met with a banker that is interested in financing the project. They need the following: Financial statements plus last two years tax returns. Builders resume listing similar projects The banker indicated he could pull together a proposal by Friday. If we are interested in his loan, he would want to come see the site. If you want to overnight me the documents, I will pass them along. You can send them to my home or office (1400 Smith, EB3210B, Houston, TX 77002). The broker is Jim Murnan. His number is 713-781-5810, if you want to call him and send the documents to him directly. It sounds like the attorneys are drafting the framework of the partnership agreement. I would like to nail down the outstanding business points as soon as possible. Please email or call with an update. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/22/2001 02:06 PM --------------------------- From: Travis McCullough on 01/22/2001 01:48 PM CST To: Phillip K Allen/HOU/ECT@ECT cc: Subject: Re: Response to PGE request for gas Draft respon,Normal
"By STEVE EVERLY - The Kansas City Star Date: 01/20/01 22:15 As natural gas prices rose in December, traders at the New York Mercantile Exchange kept one eye on the weather forecast and another on a weekly gas storage number. The storage figures showed utilities withdrawing huge amounts of gas, and the forecast was for frigid weather. Traders put the two together, anticipated a supply crunch and drove gas prices to record heights. ""Traders do that all the time; they're looking forward,"" said William Burson, a trader. ""It makes the market for natural gas."" But the market's response perplexed Chris McGill, the American Gas Association's director of gas supply and transportation. He had compiled the storage numbers since they were first published in 1994, and in his view the numbers were being misinterpreted to show a situation far bleaker than reality. ""It's a little frustrating that they don't take the time to understand what we are reporting,"" McGill said. As consumer outrage builds over high heating bills, the hunt for reasons -- and culprits -- is on. Some within the natural gas industry are pointing fingers at Wall Street. Stephen Adik, senior vice president of the Indiana utility NiSource, recently stepped before an industry conference and blamed the market's speculators for the rise in gas prices. ""It's my firm belief ... that today's gas prices are being manipulated,"" Adik told the trade magazine Public Utilities Fortnightly. In California, where natural gas spikes have contributed to an electric utility crisis, six investigations are looking into the power industry. Closer to home, observers note that utilities and regulators share the blame for this winter's startling gas bills, having failed to protect their customers and constituents from such price spikes. Most utilities, often with the acquiescence of regulators, failed to take precautions such as fixed-rate contracts and hedging -- a sort of price insurance -- that could have protected their customers by locking in gas prices before they soared. ""We're passing on our gas costs, which we have no control over,"" said Paul Snider, a spokesman for Missouri Gas Energy. But critics say the utilities shirked their responsibility to customers. ""There's been a failure of risk management by utilities, and that needs to change,"" said Ed Krapels, director of gas power services for Energy Security Analysis Inc., an energy consulting firm in Wakefield, Mass. Hot topic Consumers know one thing for certain: Their heating bills are up sharply. In many circles, little else is discussed. The Rev. Vincent Fraser of Glad Tidings Assembly of God in Kansas City is facing a $1,456 December bill for heating the church -- more than double the previous December's bill. Church members are suffering from higher bills as well. The Sunday collection is down, said Fraser, who might have to forgo part of his salary. For the first time, the church is unable to meet its financial pledge to overseas missionaries because the money is going to heating. ""It's the talk of the town here,"" he said. A year ago that wasn't a fear. Wholesale gas prices hovered just above $2 per thousand cubic feet -- a level that producers say didn't make it worthwhile to drill for gas. Utilities were even cutting the gas prices paid by customers. But trouble was brewing. By spring, gas prices were hitting $4 per thousand cubic feet, just as utilities were beginning to buy gas to put into storage for winter. There was a dip in the fall, but then prices rebounded. By early November, prices were at $5 per thousand cubic feet. The federal Energy Information Administration was predicting sufficient but tight gas supplies and heating bills that would be 30 percent to 40 percent higher. But $10 gas was coming. Below-normal temperatures hit much of the country, including the Kansas City area, and fears about tight supplies roiled the gas markets. ""It's all about the weather,"" said Krapels of Energy Security Analysis. Wholesale prices exploded to $10 per thousand cubic feet, led by the New York traders. Natural gas sealed its reputation as the most price-volatile commodity in the world. Setting the price In the 1980s, the federal government took the caps off the wellhead price of gas, allowing it to float. In 1990, the New York Mercantile began trading contracts for future delivery of natural gas, and that market soon had widespread influence over gas prices. The futures contracts are bought and sold for delivery of natural gas as soon as next month or as far ahead as three years. Suppliers can lock in sale prices for the gas they expect to produce. And big gas consumers, from utilities to companies such as Farmland Industries Inc., can lock in what they pay for the gas they expect to use. There are also speculators who trade the futures contracts with no intention of actually buying or selling the gas -- and often with little real knowledge of natural gas. But if they get on the right side of a price trend, traders don't need to know much about gas -- or whatever commodity they're trading. Like all futures, the gas contracts are purchased on credit. That leverage adds to their volatility and to the traders' ability to make or lose a lot of money in a short time. As December began, the price of natural gas on the futures market was less than $7 per thousand cubic feet. By the end of the month it was nearly $10. Much of the spark for the rally came from the American Gas Association's weekly storage numbers. Utilities buy ahead and store as much as 50 percent of the gas they expect to need in the winter. Going into the winter, the storage levels were about 5 percent less than average, in part because some utilities were holding off on purchasing, in hopes that the summer's unusually high $4 to $5 prices would drop. Still, the American Gas Association offered assurances that supplies would be sufficient. But when below-normal temperatures arrived in November, the concerns increased among traders that supplies could be insufficient. Then the American Gas Association reported the lowest year-end storage numbers since they were first published in 1994. Still, said the association's McGill, there was sufficient gas in storage. But some utility executives didn't share that view. William Eliason, vice president of Kansas Gas Service, said that if December's cold snap had continued into January, there could have been a real problem meeting demand. ""I was getting worried,"" he said. Then suddenly the market turned when January's weather turned warmer. Wednesday's storage numbers were better than expected, and futures prices dropped more than $1 per thousand cubic feet. Just passing through Some utilities said there was little else to do about the price increase but pass their fuel costs on to customers. Among area utilities, Kansas Gas Service increased its customers' cost-of-gas charge earlier this month to $8.68 per thousand cubic feet. And Missouri Gas Energy has requested an increase to $9.81, to begin Wednesday. Sheila Lumpe, chairwoman of the Missouri Public Service Commission, said last month that because utilities passed along their wholesale costs, little could be done besides urging consumers to join a level-payment plan and to conserve energy. Kansas Gas Service had a small hedging program in place, which is expected to save an average customer about $25 this winter. Missouri Gas Energy has no hedging program. It waited until fall to seek an extension of the program and then decided to pass when regulators would not guarantee that it could recover its hedging costs. Now utilities are being asked to justify the decisions that have left customers with such high gas bills. And regulators are being asked whether they should abandon the practice of letting utilities pass along their fuel costs. On Friday, Doug Micheel, senior counsel of the Missouri Office of the Public Counsel, said his office would ask the Missouri Public Service Commission to perform an emergency audit of Missouri Gas Energy's gas purchasing practices. ""Consumers are taking all the risk,"" Micheel said. ""It's time to consider some changes."" To reach Steve Everly, call (816) 234-4455 or send e-mail to severly@kcstar.com. -- All content , 2001 The Kansas City Star",Normal
message board,Normal
need help.,Normal
please remove my name and information from the registered user list. Do not sell my information. Phillip Allen,Normal
"Jeff, Here is a recent rentroll. I understand another looker went to the property. I want to hear the feedback no matter how discouraging. I am in Portland for the rest of the week. You can reach me on my cell phone 713-410-4679. My understanding was that you would be overnighting some closing statements for Leander on Friday. Please send them to my house (8855 Merlin Ct, Houston, TX 77055). Call me if necessary. Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/18/2001 08:06 AM --------------------------- ""phillip allen"" <pallen70@hotmail.com> on 01/16/2001 06:36:15 PM To: pallen@enron.com cc: Subject: Get your FREE download of MSN Explorer at http://explorer.msn.com - rentroll_investors_0112.xls",Normal
"Larry, The wire should go out today. I am in Portland but can be reached by cell phone 713-410-4679. Call me if there are any issues. I will place a call to my attorney to check on the loan agreement. Phillip",Normal
"Lucy, Why did so many tenants not pay this week? #12 95 #21 240 #27 120 #28 260 #33 260 Total 975 It seems these apartments just missed rent. What is up? Other questions: #9-Why didn't they pay anything? By my records, they still owe $40 plus rent should have been due on 12/12 of $220. #3-Why did they short pay?",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/16/2001 07:25 AM --------------------------- From: James D Steffes@ENRON on 01/15/2001 11:36 AM CST To: Steven J Kean/NA/Enron@Enron, Richard Shapiro/NA/Enron@Enron, Sandra McCubbin/NA/Enro",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/16/2001 07:18 AM --------------------------- From: Steven J Kean@ENRON on 01/14/2001 01:52 PM CST To: Kenneth Lay/Corp/Enron@ENRON, Jeff Skilling/Corp/Enron@ENRON, Mark Koenig/Corp/Enron@EN",Normal
"Kristin, Thank you for the California update. Please continue to include me in all further intellegence reports regarding the situation in California. Phillip",Normal
"Andrea, Please resend the first three resumes. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/12/2001 01:45 PM --------------------------- Enron North America Corp. From: Andrea Richards @ ENRON 01/10/2001 12:49 PM To: Phillip K Allen/HOU/ECT@ECT cc: Subject: Analyst Rotating Philli,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/12/2001 01:34 PM --------------------------- TIM HEIZENRADER 01/11/2001 10:17 AM To: Phillip K Allen/HOU/ECT@ECT, John Zufferli/CAL/ECT@ECT cc: Cooper Richey/PDX/ECT@ECT Subject: Preliminar",Normal
"Jim, Here are the key gas contacts. Work Home Cell Phillip Allen X37041 713-463-8626 713-410-4679 Mike Grigsby X37031 713-780-1022 713-408-6256 Keith Holst X37069 713-667-5889 713-502-9402 Please call me with any significant developments. Phillip",Normal
Financial (6) West Desk (14) Mid Market (16),Normal
"Lucy, The apartments that have new tenants since December 15th are: Are we running an apartment complex or a motel? Please update all lease information on the 1/12 rentroll and email it to me this afternoon. Phillip",Normal
"Larry, Do you want the loan and wire amount to be for exactly $1.1 million. Phillip",Normal
Thanks for representing Matt. Phillip,Normal
"George, Here is a spreadsheet that illustrates the payout of investment and builders profit. Check my math, but it looks like all the builders profit would be recouped in the first year of operation. At permanent financing $1.1 would be paid, leaving only .3 to pay out in the 1st year. Since almost 80% of builders profit is repaid at the same time as the investment, I feel the 65/35 is a fair split. However, as I mentioned earlier, I think we should negotiate to layer on additional equity to you as part of the construction contract. Just to begin the brainstorming on what a construction agreement might look like here are a few ideas: 1. Fixed construction profit of $1.4 million. Builder doesn't benefit from higher cost, rather suffers as an equity holder. 2. +5% equity for meeting time and costs in original plan ($51/sq ft, phase 1 complete in November) +5% equity for under budget and ahead of schedule -5% equity for over budget and behind schedule This way if things go according to plan the final split would be 60/40, but could be as favorable as 55/45. I realize that what is budget and schedule must be discussed and agreed upon. Feel free to call me at home (713)463-8626 Phillip",Normal
"Lucy, Here is a schedule of the most recent utility bills and the overages. There are alot of overages. It will probably get worse this month because of all the cold weather. You need to be very clear with all new tenants about the electricity cap. This needs to be handwritten on all new leases. I am going to fax you copies of the bills that support this spreadsheet. We also need to write a short letter remind everyone about the cap and the need to conserve energy if they don't want to exceed their cap. I will write something today. Wait until you have copies of the bills and the letter before you start collecting. Phillip",Normal
We do not understand our VAR. Can you please get us all the detailed reports and component VAR reports that you can produce? The sooner the better. Phillip,Normal
"Ted, Andrea in the analysts pool asked me to fill out this request. Can you help expedite this process? Phillip",Normal
"Frank, Did you receive the information about the San Marcos apartments. I have left several messages at your office to follow up. You mentioned that your plate was fairly full. Are you too busy to look at this project? As I mentioned I would be interested in speaking to you as an advisor or at least a sounding board for the key issues. Please email or call. Phillip Allen pallen@enron.com 713-853-7041",Normal
"Questions about 12/29 rentroll: There were two deposits that were not labeled. One for $150 and the other for $75. Which apartments? 20a or #13? Utility overages for #26 and #44? Where did you get these amounts? For what periods? What is going on with #42. Do not evict this tenant for being unclean!!! That will just create an apartment that we will have to spend a lot of money and time remodeling. I would rather try and deal with this tenant by first asking them to clean their apartment and fixing anything that is wrong like leaky pipes. If that doesn't work, we should tell them we will clean the apartment and charge them for the labor. Then we will perform monthly inspections to ensure they are not damaging the property. This tenant has been here since September 1998, I don't want to run them off. I check with the bank and I did not see that a deposit was made on Tuesday so I couldn't check the total from the rentroll against the bank. Is this right? Has the deposit been made yet? A rentroll for Jan 5th will follow shortly. Phillip",Normal
it is ok with me.,Normal
cannot open this file. Please send in different format,Normal
I can't open a winmail.dat file. can you send in a different format,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/02/2001 09:34 AM --------------------------- From: Tim Belden 12/05/2000 06:42 AM To: Phillip K Allen/HOU/ECT@ECT cc: Subject: New Generation, Nov 30th ---------------------- Forwarded by T",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 12/29/2000 10:13 AM --------------------------- From: Steven J Kean@ENRON on 12/28/2000 09:19 PM CST To: Tim Belden/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, David Parquet/SF/ECT@ECT, Marty Su",Normal
"Trading Profits P. Allen 200 M. Grigsby 463 Rest of Desk 282 Total 945 I view my bonus as partly attributable to my own trading and partly to the group's performance. Here are my thoughts. Minimum Market Maximum Cash 2 MM 4 MM 6 MM Equity 2 MM 4 MM 6 MM Here are Mike's numbers. I have not made any adjustments to them. Minimum Market Maximum Cash 2 MM 3 MM 4 MM Equity 4 MM 7 MM 12 MM I have given him an ""expectations"" speech, but you might do the same at some point. Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 12/28/2000 09:50 AM --------------------------- Hunter S Shively 12/28/2000 07:15 AM To: Phillip K Allen/HOU/ECT@ECT cc: Subject: Larry, I was able to scan my 98 & 99 tax returns into Adobe. H",Normal
"Gentlemen, I continue to speak to an attorney for help with the investment structure and a mortgage broker for help with the financing. Regarding the financing, I am working with Jim Murnan at Pinnacle Mortgage here in Houston. I have sent him some information on the project, but he needs financial information on you. Can you please send it to him. His contact information is: phone (713)781-5810, fax (713)781-6614, and email jim123@pdq.net. I know Larry has been working with a bank and they need my information. I hope to pull that together this afternoon. I took the liberty of calling Thomas Reames from the Frog Pond document. He was positive about his experience overall. He did not seem pleased with the bookkeeping or information flow to the investor. I think we should discuss these procedures in advance. Let's continue to speak or email frequently as new developments occur. Phillip",Normal
"Jim, I would appreciate your help in locating financing for the project I described to you last week. The project is a 134 unit apartment complex in San Marcos. There will be a builder/developer plus myself and possibly a couple of other investors involved. As I mentioned last week, I would like to find interim financing (land, construction, semi-perm) that does not require the investors to personally guarantee. If there is a creative way to structure the deal, I would like to hear your suggestions. One idea that has been mentioned is to obtain a ""forward commitment"" in order to reduce the equity required. I would also appreciate hearing from you how deals of this nature are normally financed. Specifically, the transition from interim to permanent financing. I could use a quick lesson in what numbers will be important to banks. I am faxing you a project summary. And I will have the builder/developer email or fax his financial statement to you. Let me know what else you need. The land is scheduled to close mid January. Phillip Allen",Normal
"Jeff, Everything should be done for closing on the Leander deal on the 29th. I have fed ex'd the closing statements and set up a wire transfer to go out tomorrow. When will more money be required? Escrow for roads? Utility connections? Other rezoning costs? What about property taxes? The burnet land lost its ag exemption while I owned it. Are there steps we can take to hold on to the exemption on this property? Can you explain the risks and likelihood of any rollback taxes once the property is rezoned? Do we need to find a farmer and give him grazing rights? What are the important dates coming up and general status of rezoning and annexing? I am worried about the whole country slipping into a recession and American Multifamily walking on this deal. So I just want to make sure we are pushing the process as fast as we can. Phillip",Normal
"Steve, I am sending you a variety of charts with prices and operational detail. If you need to call with questions my home number is 713-463-8626. As far as recommendations, here is a short list: 1. Examine LDC's incentive rate program. Current methodology rewards sales above monthly index without enough consideration of future replacement cost. The result is that the LDC's sell gas that should be injected into storage when daily prices run above the monthly index. This creates a shortage in later months. 2. California has the storage capacity and pipeline capacity to meet demand. Investigate why it wasn't maximized operationally. Specific questions should include: 1. Why in March '00-May '00 weren't total system receipts higher in order to fill storage? 2. Why are there so many examples of OFO's on weekends that push away too much gas from Socal's system. I believe Socal gas does an extremely poor job of forecasting their own demand. They repeatedly estimated they would receive more gas than their injection capablity, but injected far less. 3. Similar to the power market, there is too much benchmarking to short term prices. Not enough forward hedging is done by the major LDCs. By design the customers are short at a floating rate. This market has been long historically. It has been a buyers market and the consumer has benefitted. Call me if you need any more input. Phillip",Normal
"Lucy, Here is a rentroll for this week. The one you sent for 11/24 looked good. It seems like most people are paying on time. Did you rent an efficiency to the elderly woman on a fixed income? Go ahead a use your judgement on the rent prices for the vacant units. If you need to lower the rent by $10 or $20 to get things full, go ahead. I will be out of the office on Thursday. I will talk to you on Friday. Phillip",Normal
Monique Sanchez Jay Reitmeyer Randy Gay Matt Lenhart,Normal
"John, Here is our North of Stanfield forecast for Jan. Supply Jan '01 Dec '00 Jan '00 Sumas 900 910 815 Jackson Pr. 125 33 223 Roosevelt 300 298 333 Total Supply 1325 1241 1371 Demand North of Chehalis 675 665 665 South of Chehalis 650 575 706 Total Demand 1325 1240 1371 Roosevelt capacity is 495. Let me know how your forecast differs. Phillip",Normal
Please assign global id's to the four junior traders listed on Dawn's original email. The are all trading and need to have unique id's. Thank you,Normal
Received the fax. Thank you. I might have to sell the QQQ and take the loss for taxes. But I would roll right into a basket of individual technology stocks. I think I mentioned this to you previously that I have decided to use this account for the kids college.,Normal
Fax number 713-646-2391,Normal
"PLEASE APPROVE HIM FOR THIS. PHILLIP WILL NOT BE ABLE TO GET INTO HIS EMAIL SYSTEM TO DO THIS. IF YOU HAVE ANY QUESTIONS, OR PROBLEMS, PLEASE CALL ME AT X3-7257. THANK YOU. INA. IF THIS IS A PROBLEM TO DO IT THIS WAY PLEASE CALL ME AND I WILL WALK PHILLIP THROUGH THE STEPS TO APPROVE. IF YOU CALL HIM, HE WILL DIRECT IT TO ME ANYWAY. ARSystem@mailman.enron.com on 12/18/2000 07:07:04 PM To: phillip.k.allen@enron.com cc: Subject: Your Approval is Overdue: Access Request for barry.tycholiz@enron.com This request has been pending your approval for 5 days. Please click Approval to review and act upon this request. Request ID : 000000000009659 Request Create Date : 12/8/00 8:23:47 AM Requested For : barry.tycholiz@enron.com Resource Name : VPN Resource Type : Applications",Normal
"George & Larry, If possible, I would like to get together in Columbus as Larry suggested. Thursday afternoon is the only day that really works for me. Let me know if that would work for you. I was thinking around 2 or 2:30 pm. I will try to email you any questions I have from the latest proforma tomorrow. Phillip",Normal
"Jeff, Hear is a new NOI file. I have added an operating statement for 1999 (partial year). I will try to email you some photos soon. Phillip",Normal
"Jeff, The files attached contain a current rentroll, 2000 operating statement, and a proforma operating statement.",Normal
Yes. Trading reports to Whalley. He is Lavorato's boss.,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 05/07/2001 11:22 AM --------------------------- From: Jay Reitmeyer 05/03/2001 11:03 AM To: stanley.horton@enron.com, dmccarty@enron.com cc: Subject: California Summary Attached is the final v",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 11/29/2000 10:01 AM --------------------------- Anne Bike@ENRON 11/28/2000 09:04 PM To: pallen70@hotmail.com, prices@intelligencepress.com, lkuch@mh.com cc: Darron C Giron/HOU/ECT@ECT, Mike Gr",Normal
"Larry, 10 AM tomorrow is good for me. If you want to email me anything tonight, please use pallen70@hotmail.com. Phillip",Normal
"Lucy, I want to get the lease data and tenant data updated. The critical information is 1. Move in or lease start date 2. Lease expiration date 3. Rent 4. Deposit If you have the info you can fill in these items 1. Number of occupants 2. Workplace All the new leases should be the long form. The apartments that have new tenants since these columns have been updated back in October are I really need to get this by tomorrow. Please use the rentroll_1215 file to input the correct information on all these tenants. And email it to me tomorrow. You should have all this information on their leases and applications. Phillip",Normal
"Lucy, Here is a new file for 12/15. For the rentroll for 12/08 here are my questions: #23 & #24 did not pay. Just late or moving? #25 & #33 Both paid 130 on 12/01 and $0 on 12/08. What is the deal? #11 Looks like she is caught up. When is she due again? Please email the answers. Phillip",Normal
