v1,v2
Normal,"Jim, I received your email on the Killeen post office. I am still having a tough time making the math work. Can you prepare a spreadsheet that would show why the post office is such a good investment? Maybe the assumptions I am making about interest rates, expenses, or value at the end of the lease are incorrect. Phillip -----Original Message----- From: James Wills <jwills3@swbell.net>@ENRON Sent: Friday, November 09, 2001 4:22 PM To: pallen70@hotmail.com; pallen@enron.com Subject: new PO available Phillip, Hope your trip to Kerrville was worthwhile, and you had a chance to check out the Heritage Building. I am writing to tell you about another post office that has just come back on the market...it's in Killeen, and was under contract for about 30 days. But one of my clients here who was in a 1031 exchange, and had designated three post offices with us, could only actually buy two, so today he released this one. The Killeen post office (Harker Heights, a suburb) is one of the best we have had in our inventory. It was built by a developer who is a friend of ours and has been constructing POs for many years. She had to turn down two other potential buyers recently because it was under contract. I'm sure it will not last long. I have attached a flyer for you, and can supply a copy of the lease too. If you are interested, do let me know soon...we will need to act quickly! With best regards, Jim Wills - Harker Heights.doc << File: Harker Heights.doc >>"
Normal,"Bob, The application for the variance states that I applied for a permit on October 29th and was rejected. Do the discussions with the building inspector constitute denial. Phillip -----Original Message----- From: ""Robert W. Huntley, CFP"" <wise.counsel@lpl.com>@ENRON Sent: Monday, November 12, 2001 11:45 AM To: Allen, Phillip K. Subject: word file as promised - Allen 8855 Merlin lttr.doc << File: Allen 8855 Merlin lttr.doc >>"
Normal,"Steve, I need help determining how much margin the short options require. My account has a value of around $1,400,000. That includes 750,000 of us treasury notes. I am ready to build a bond ladder of muni's. I need to know how much I can purchase with the funds in this account. Obviously, I don't want to margin the account to invest in fixed income. Please get back to me soon. Phillip"
Normal,"Tim, Have you considered reducing the scope or terminating the Accenture project to conserve cash? Where are we in terms of %complete? Phillip"
Normal,"-----Original Message----- From: O'rourke, Tim Sent: Tuesday, November 13, 2001 7:29 AM To: Allen, Phillip K. Subject: RE: Yes I have. I'm getting all the details on the 4 options I have with the project: Terminate Postpone until Q1 Postpone until deal Cl"
Normal,"I would like more detail about how much margin my open positions require and how the muni's are treated with regard to margin. The call's I am short are way out of the money. The only positions that are changing very much in value are the Enron shares I am long and the Enron puts I am short. I would consider closing those positions. I would like to put the maximum possible into Muni's. Please forward this email to Steve. Phillip -----Original Message----- From: ""Sandoval, Julieta"" Sent: Tuesday, November 13, 2001 8:25 AM To: Allen, Phillip K. Subject: Muni Bond Ladder Phillip: Steve and I are inquiring on the email you sent him. We wanted come up with a Muni proposal for 1M and take it from there. At this point, we have about 1.3M available but using this full amount would not give us any cushion in regards to margin. Let us know if the 1M is OK with you; assuming we can always go in and invest more into the bond ladder. Julieta Sandoval Registered Client Service Associate UBS PaineWebber 1111 Bagby Street, Suite 5100 Houston, Texas 77002 713-654-0275 Notice Regarding Entry of Orders and Instructions: Please do not transmit orders and/or instructions regarding your UBSPaineWebber account(s) by e-mail. Orders and/or instructions transmitted by e-mail will not be accepted by UBSPaineWebber and UBSPaineWebber will not be responsible for carrying out such orders and/or instructions. Notice Regarding Privacy and Confidentiality: UBSPaineWebber reserves the right to monitor and review the content of all e-mail communications sent and/or received by its employees."
Normal,"Jeff, Jacques Craig will draw up a release. What is the status on the quote from Wade? Phillip"
Normal,When can we reschedule the meeting regarding phantom stock deferral. Any day except Thursday would work. Phillip Allen
Normal,"I would like to achieve a yield of 5%. I am expecting an average maturity date of 2020. Since the treasury is only paying 6.25% taxable at 39%, isn't the effective yield only 3.8%? Why wouldn't I move this money to muni's? Phillip -----Original Message----- From: ""Matthews, Steven"" Sent: Tuesday, November 13, 2001 9:22 AM To: Allen, Phillip K. Subject: Phillip, Right now you can use the entire amount in your money market ( approx. $785,000) for your muni bond portfolio. After the treasury comes due on Jan 31, 2002, you will have another $750,000. You really don't have to worry about your margin requirements because you still get 80% of the value of your municipals credited towards marginable securities. So, the bottom line is 785m right now. Jan 31, 2002 another 750m. One thing to keep in mind are 28 put contracts you still have out there. Unless you close that position you will probably get put those. Let me know how much you want for your Muni Proposal to be for. Also, if there are any specifics that you want me to consider with your proposal such as duration, maturity, etc. Steve Notice Regarding Entry of Orders and Instructions: Please do not transmit orders and/or instructions regarding your UBSPaineWebber account(s) by e-mail. Orders and/or instructions transmitted by e-mail will not be accepted by UBSPaineWebber and UBSPaineWebber will not be responsible for carrying out such orders and/or instructions. Notice Regarding Privacy and Confidentiality: UBSPaineWebber reserves the right to monitor and review the content of all e-mail communications sent and/or received by its employees."
Normal,"I am still using my home Nortel VPN access. -----Original Message----- From: Grove, Chrissy Sent: Tuesday, November 13, 2001 8:58 AM To: Abshire, Scott; Adamik, Darren; Allen, Phillip K.; Arnold, John; Bhagat, Sanjay; Bosco, Eli; Buy, Rick; Cowley, Mark; Cramer, James; Frevert, Mark; Fricker, Charlene; Guadarrama, Michael; Huang, Xiaowu; Imam, Hasan; Jeganathan, Lenine; Jenson, Jarod; Kruleski, Mick; Lavorato, John; Lowry, Jennifer ; Lowry, Phil; Mazowita, Mike; Miller, Beverly; Patrick, Christie; Petzold, Brad; Ratliff, Dale; Tang, Mable; Tycholiz, Barry; Uribe, Carlos Subject: Home Nortel VPN use Importance: High All: Please verify if you still use your home Nortel VPN access. Thank you, Chrissy Grove Network Security 713.345.8269"
Normal,"What are the specifics of those bonds are they insured what are they rated? Can you work up a ladder from 2015-2026? Shouldn't I buy more than just one or two issues? -----Original Message----- From: ""Matthews, Steven"" Sent: Tuesday, November 13, 2001 9:56 AM To: Allen, Phillip K. Subject: RE: You are correct. With your tax bracket a 5% muni would be the equivalent of an 8.2% taxable yield. I looked at the inventory. Right know we have only 180 bonds of a San Jacinto Community with a YTM of 4.92% maturing 2022. Also, a Lubbock Texas Heath Facility with a YTM of 5.1% maturing 2023. Let me know what you think. Steve -----Original Message----- From: Phillip.K.Allen@enron.com Sent: Tuesday, November 13, 2001 11:34 AM To: Matthews, Steven Subject: RE: I would like to achieve a yield of 5%. I am expecting an average maturity date of 2020. Since the treasury is only paying 6.25% taxable at 39%, isn't the effective yield only 3.8%? Why wouldn't I move this money to muni's? Phillip -----Original Message----- From: ""Matthews, Steven"" Sent: Tuesday, November 13, 2001 9:22 AM To: Allen, Phillip K. Subject: Phillip, Right now you can use the entire amount in your money market ( approx. $785,000) for your muni bond portfolio. After the treasury comes due on Jan 31, 2002, you will have another $750,000. You really don't have to worry about your margin requirements because you still get 80% of the value of your municipals credited towards marginable securities. So, the bottom line is 785m right now. Jan 31, 2002 another 750m. One thing to keep in mind are 28 put contracts you still have out there. Unless you close that position you will probably get put those. Let me know how much you want for your Muni Proposal to be for. Also, if there are any specifics that you want me to consider with your proposal such as duration, maturity, etc. Steve Notice Regarding Entry of Orders and Instructions: Please do not transmit orders and/or instructions regarding your UBSPaineWebber account(s) by e-mail. Orders and/or instructions transmitted by e-mail will not be accepted by UBSPaineWebber and UBSPaineWebber will not be responsible for carrying out such orders and/or instructions. Notice Regarding Privacy and Confidentiality: UBSPaineWebber reserves the right to monitor and review the content of all e-mail communications sent and/or received by its employees. This e-mail is the property of Enron Corp. and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). Any review, use, distribution or disclosure by others is strictly prohibited. If you are not the intended recipient (or authorized to receive for the recipient), please contact the sender or reply to Enron Corp. at and delete all copies of the message. This e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and do not create or evidence a binding and enforceable contract between Enron Corp. (or any of its affiliates) and the intended recipient or any other party, and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. Thank you. Notice Regarding Entry of Orders and Instructions: Please do not transmit orders and/or instructions regarding your UBSPaineWebber account(s) by e-mail. Orders and/or instructions transmitted by e-mail will not be accepted by UBSPaineWebber and UBSPaineWebber will not be responsible for carrying out such orders and/or instructions. Notice Regarding Privacy and Confidentiality: UBSPaineWebber reserves the right to monitor and review the content of all e-mail communications sent and/or received by its employees."
Normal,"Let's start with $1 million. -----Original Message----- From: ""Matthews, Steven"" Sent: Tuesday, November 13, 2001 12:49 PM To: Allen, Phillip K. Subject: RE: Phillip: Just wanted to give you an idea of what's available. Both are insured and triple A. Depending on how much we want to buy, we would definitely look at different issues. What I can do is come up with a proposal tomorrow and work the ladder with the dates you provided below. Just let me know about how much we want to start off with. Steve -----Original Message----- From: Phillip.K.Allen@enron.com Sent: Tuesday, November 13, 2001 2:03 PM To: Matthews, Steven Subject: RE: What are the specifics of those bonds are they insured what are they rated? Can you work up a ladder from 2015-2026? Shouldn't I buy more than just one or two issues? -----Original Message----- From: ""Matthews, Steven"" Sent: Tuesday, November 13, 2001 9:56 AM To: Allen, Phillip K. Subject: RE: You are correct. With your tax bracket a 5% muni would be the equivalent of an 8.2% taxable yield. I looked at the inventory. Right know we have only 180 bonds of a San Jacinto Community with a YTM of 4.92% maturing 2022. Also, a Lubbock Texas Heath Facility with a YTM of 5.1% maturing 2023. Let me know what you think. Steve -----Original Message----- From: Phillip.K.Allen@enron.com Sent: Tuesday, November 13, 2001 11:34 AM To: Matthews, Steven Subject: RE: I would like to achieve a yield of 5%. I am expecting an average maturity date of 2020. Since the treasury is only paying 6.25% taxable at 39%, isn't the effective yield only 3.8%? Why wouldn't I move this money to muni's? Phillip -----Original Message----- From: ""Matthews, Steven"" @ENRON Sent: Tuesday, November 13, 2001 9:22 AM To: Allen, Phillip K. Subject: Phillip, Right now you can use the entire amount in your money market ( approx. $785,000) for your muni bond portfolio. After the treasury comes due on Jan 31, 2002, you will have another $750,000. You really don't have to worry about your margin requirements because you still get 80% of the value of your municipals credited towards marginable securities. So, the bottom line is 785m right now. Jan 31, 2002 another 750m. One thing to keep in mind are 28 put contracts you still have out there. Unless you close that position you will probably get put those. Let me know how much you want for your Muni Proposal to be for. Also, if there are any specifics that you want me to consider with your proposal such as duration, maturity, etc. Steve Notice Regarding Entry of Orders and Instructions: Please do not transmit orders and/or instructions regarding your UBSPaineWebber account(s) by e-mail. Orders and/or instructions transmitted by e-mail will not be accepted by UBSPaineWebber and UBSPaineWebber will not be responsible for carrying out such orders and/or instructions. Notice Regarding Privacy and Confidentiality: UBSPaineWebber reserves the right to monitor and review the content of all e-mail communications sent and/or received by its employees. This e-mail is the property of Enron Corp. and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). Any review, use, distribution or disclosure by others is strictly prohibited. If you are not the intended recipient (or authorized to receive for the recipient), please contact the sender or reply to Enron Corp. at and delete all copies of the message. This e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and do not create or evidence a binding and enforceable contract between Enron Corp. (or any of its affiliates) and the intended recipient or any other party, and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. Thank you. Notice Regarding Entry of Orders and Instructions: Please do not transmit orders and/or instructions regarding your UBSPaineWebber account(s) by e-mail. Orders and/or instructions transmitted by e-mail will not be accepted by UBSPaineWebber and UBSPaineWebber will not be responsible for carrying out such orders and/or instructions. Notice Regarding Privacy and Confidentiality: UBSPaineWebber reserves the right to monitor and review the content of all e-mail communications sent and/or received by its employees. Notice Regarding Entry of Orders and Instructions: Please do not transmit orders and/or instructions regarding your UBSPaineWebber account(s) by e-mail. Orders and/or instructions transmitted by e-mail will not be accepted by UBSPaineWebber and UBSPaineWebber will not be responsible for carrying out such orders and/or instructions. Notice Regarding Privacy and Confidentiality: UBSPaineWebber reserves the right to monitor and review the content of all e-mail communications sent and/or received by its employees."
Normal,"Bob, I turned in the application for a variance yesterday. The hearing will be = on January 8th. In order to get on the calendar for the Dec 4th hearing, t= he application had to be in by November 9th. I was under the impression th= at yesterday was the deadline. Sorry if I dropped the ball. =20 On another note, I spoke to Joe Edwards yesterday and he had some useful su= ggestions about the addition. It might be possible to move the addition f= orward and open up the bedroom at the top of the stairs into the new space.= You could convert the modified bedroom into a media room and use the new = space for your game/play/music room. Then you could close off the existing= play room to replace the bedroom lost. Part of the play room that is bord= ered by the stair rail and looks down to the living room could be used for = a built in desk with a couple of computers. This way you would not have to= add a second staircase. The walls needed to convert the playroom to a bed= room should be minor construction. In the back you could slope the roof un= til you were within the setback. Then you could place a large dormer facin= g the back of the property or bring a wall straight up. From the driveway = the addition would have the same elevation as your drawing but intwould be = brought forward with a covered parking area below the addition. The kitche= n and dining room windows would still open to the driveway but they would b= e more shaded. That is the west side of the house so that might not be a b= ad thing. Your ideas about opening up the kitchen to the living room or di= ning room would still be possible. Personally, I think opening the dining = room would be the better idea. I don't know if you can visualize this or if you are even interested in exp= loring anything except your original plan. But I wanted to suggest somethi= ng in case the variance was not granted. Let me know if you want me to try= and sketch out these ideas. Phillip -----Original Message----- From: =09""Robert W. Huntley, CFP"" <wise.counsel@lpl.com>@ENRON =20 Sent:=09Monday, November 12, 2001 11:45 AM To:=09Allen, Phillip K. Subject:=09word file as promised =20 - Allen 8855 Merlin lttr.doc << File: Allen 8855 Merlin lttr.doc >>"
Normal,"Please review. =20 Greg, After making an election in October to receive a full distribution of my de= ferral account under Section 6.3 of the plan, a disagreement has arisen reg= arding the Phantom Stock Account. =20 Section 6.3 states that a participant may elect to receive a single sum dis= tribution of all of the participant's deferral accounts subject to a 10% pe= nalty. This provision is stated to be notwithstanding any other provision = of the plan. It also states that the account balance shall be determined a= s of the last day of the month preceding the date on which the committee re= ceives the written request of the participant. In my case this would be as= of September 30th. I read this paragraph to indicate a cash payout of 90%= of the value of all deferrals as on September 30, 2001. The plan administ= rators, however, interpret this paragraph differently. Their reading yield= s a cash payout of 90% of the value for deferrals other than the Phantom St= ock Account, which they believe should be paid with 90% of Enron Corp. sha= res in the account as of September 30, 2001. Their justification is that i= n several places throughout the plan document and brochures it is stated th= at the distributions of the Phantom Stock Account shall be made in shares o= f Enron Corp. common stock. There are two reason that I do not agree with their interpretation. First,= section 6.3 begins with ""notwithstanding any other provision of the Plan.= "" This indicates that any other payout methodologies described in other se= ctions of the plan which deal with normal distribution at termination do no= t apply. Second, the language in section 6.3 stating ""a single sum distrib= ution of all of the Participant's deferral accounts"" indicates that one pay= ment will be made not a cash payment separate from a share distribution. The interpretation of the administrators goes beyond section 6.3. If that = is the case then section 7.1 should apply. This section does provide for t= he Phantom Stock Account to be paid in shares. However, it states ""The val= ue of the shares, and resulting payment amount, will be based on the closin= g price of Enron Corp. common stock on the January 1 before the date of pay= ment, and such payment shall be made in shares of Enron Corp common stock"".= This would result in approximately 8.3 shares to be distributed for every= share in the account on January 1, 2001. Although this would be the most = beneficial to the participants due to the decline of the value of Enron Cor= p. common stock from $83 to $10 per share, this methodology goes beyond se= ction 6.3. The calculations below illustrate the difference in the value and method of= distribution under each of the three interpretations: Section 6.3=09=09Plan Administrators=09=09Section 7.1 Number of shar= es Relative share Phantom Stock 10% -600=09=09=09=09-54,866 Value to be shares=09=09=09$493,792 Current stock shares=09=09=0949,379 shares I believe my interpretation under section 6.3 is correct and fair. If the = administrators insist on distributing shares instead of cash then section 7= .1 should apply. The current interpretation of the plan administrators is = a hybrid between the two sections resulting in the lowest possible payout. = =20 In addition to myself, Tom Martin, Scott Neal, and Don Black are facing the= same issue. I would appreciate your review and consideration of this matt= er. Sincerely, Phillip Allen =20"
Normal,"The spreadsheet you sent will not open up and calculate any yields. Can you resend? -----Original Message----- From: ""Matthews, Steven"" Sent: Wednesday, November 14, 2001 10:35 AM To: Allen, Phillip K. Subject: Muni Proposal Phillip, I have the proposal for you. Take a look at it and try to respond as soon as possible. These are bonds in inventory right now that we can buy. So, if you want this please let me know ASAP. Thanks, Steve <<HS-STEVE MATTHEWS#2.xls>> Notice Regarding Entry of Orders and Instructions: Please do not transmit orders and/or instructions regarding your UBSPaineWebber account(s) by e-mail. Orders and/or instructions transmitted by e-mail will not be accepted by UBSPaineWebber and UBSPaineWebber will not be responsible for carrying out such orders and/or instructions. Notice Regarding Privacy and Confidentiality: UBSPaineWebber reserves the right to monitor and review the content of all e-mail communications sent and/or received by its employees. - HS-STEVE MATTHEWS#2.xls << File: HS-STEVE MATTHEWS#2.xls >>"
Normal,"Mery, I will not be in the office on Thursday. Can we meet on Friday at 10 am? Try to get a room off the 32nd floor. -----Original Message----- From: Sent: Tuesday, November 13, 2001 5:54 PM To: pallen@enron.com Cc: kmcdani@enron.com Subject: Thursday Meeting Phillip, We spoke with Ina and scheduled a meeting with you for this Thursday from 10:00 - 11:00 in Room 3267 of the Enron Building. The purpose of this meeting will be to get your sign-off on the feedback approach for the simulation. We have outlined, in greater detail than you and I have previously discussed, what we will provide feedback on and how we will provide it for each scenario. It will be important for us to get your input on Thursday because we need to finalize the feedback structure before we can begin building the course. If you have any questions, please feel free to call me at Ext. 5-6676. Mery This message is for the designated recipient only and may contain privileged, proprietary, or otherwise private information. If you have received it in error, please notify the sender immediately and delete the original. Any other use of the email by you is prohibited."
Normal,"Jim, I realize you are excited about these post offices. But I really need help analyzing the numbers. Phillip -----Original Message----- From: James Wills <jwills3@swbell.net>@ENRON Sent: Wednesday, November 14, 2001 1:38 PM To: pallen70@hotmail.com; pallen@enron.com Subject: Re: new PO available Phillip, Carlos and I will try to respond to your request for a spreadsheet in the next day or two (I'll be at the home office in New Braunfels tomorrow). Meanwhile, I wanted to pass on some news...the Killeen post office probably is gone...I wrote a contract this morning that's now on its way to California for signature. Of course, if you wanted to submit one also, we can do it fairly quickly. Incidentally, I had the price wrong on Killeen...it's $1,377,550, not $1,360,000. HOWEVER!! Here's info about another new listing that may be ideal for you; it's a brand new post office at CANYON LAKE, just north of SA, and in a really ideal location to serve all the small communities that surround the reservoir. I have attached a flyer for you...this one, like Killeen, will not be around long because there are other brokers promoting it. I have talked to the postmaster, who tells me that almost all the boxes are gone, and the building is just now ready for occupancy. CPS is connecting over 2200 new power boxes a month in the area. It's really growing. Let me know what you think!! With best regards, Jim Wills Phillip.K.Allen@enron.com wrote: > Jim, > > I received your email on the Killeen post office. I am still having a > tough time making the math work. Can you prepare a spreadsheet that would > show why the post office is such a good investment? Maybe the assumptions > I am making about interest rates, expenses, or value at the end of the > lease are incorrect. > > Phillip > > -----Original Message----- > From: James Wills <jwills3@swbell.net>@ENRON > Sent: Friday, November 09, 2001 4:22 PM > To: pallen70@hotmail.com; pallen@enron.com > Subject: new PO available > > Phillip, > > Hope your trip to Kerrville was worthwhile, and you had a chance to > check out the Heritage Building. > > I am writing to tell you about another post office that has just come > back on the market...it's in Killeen, and was under contract for about > 30 days. But one of my clients here who was in a 1031 exchange, and > had > designated three post offices with us, could only actually buy two, so > today he released this one. > > The Killeen post office (Harker Heights, a suburb) is one of the best > we > have had in our inventory. It was built by a developer who is a friend > of ours and has been constructing POs for many years. She had to turn > down two other potential buyers recently because it was under > contract. > > I'm sure it will not last long. I have attached a flyer for you, and > can > supply a copy of the lease too. If you are interested, do let me know > soon...we will need to act quickly! With best regards, Jim Wills > > - Harker Heights.doc << File: Harker Heights.doc >> > > > This e-mail is the property of Enron Corp. and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). Any review, use, distribution or disclosure by others is strictly prohibited. If you are not the intended recipient (or authorized to receive for the recipient), please contact the sender or reply to Enron Corp. at and delete all copies of the message. This e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and do not create or evidence a binding and enforceable contract between Enron Corp. (or any of its affiliates) and the intended recipient or any other party, and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. Thank you. > - Canyon Lake, Texas.doc << File: Canyon Lake, Texas.doc >>"
Normal,"Tony, Here is the completed worksheet. I also attached both a plumbing and an electric worksheet. I spoke to Steve Chapman with the panel company in Kerrville. He has a complete set of plans plus an engineers drawing of the slab. I let him know that you would swing by and pick them up. He said he knew Mike. As I mentioned, Mark Olguin should also have a complete set. I will arrange for the additional copies to be mailed. Call with questions. Phillip 713-853-7041"
Normal,The west desk would like 2 analysts.
Normal,"Pam please review. I don't want to misrepresent your position to Greg. Greg, After making an election in October to receive a full distribution of my de= ferral account under Section 6.3 of the plan, a disagreement has arisen reg= arding the Phantom Stock Account. =20 Section 6.3 states that a participant may elect to receive a single sum dis= tribution of all of the participant's deferral accounts subject to a 10% pe= nalty. This provision is stated to be notwithstanding any other provision = of the plan. It also states that the account balance shall be determined a= s of the last day of the month preceding the date on which the committee re= ceives the written request of the participant. In my case this would be as= of September 30th. I read this paragraph to indicate a cash payout of 90%= of the value of all deferrals as on September 30, 2001. The plan administ= rators, however, interpret this paragraph differently. Their reading yield= s a cash payout of 90% of the value for deferrals other than the Phantom St= ock Account, which they believe should be paid with 90% of Enron Corp. sha= res in the account as of September 30, 2001. Their justification is that i= n several places throughout the plan document and brochures it is stated th= at the distributions of the Phantom Stock Account shall be made in shares o= f Enron Corp. common stock. There are two reason that I do not agree with their interpretation. First,= section 6.3 begins with ""notwithstanding any other provision of the Plan.= "" This indicates that any other payout methodologies described in other se= ctions of the plan which deal with normal distribution at termination do no= t apply. Second, the language in section 6.3 stating ""a single sum distrib= ution of all of the Participant's deferral accounts"" indicates that one pay= ment will be made not a cash payment separate from a share distribution. The interpretation of the administrators goes beyond section 6.3. If that = is the case then section 7.1 should apply. This section does provide for t= he Phantom Stock Account to be paid in shares. However, it states ""The val= ue of the shares, and resulting payment amount, will be based on the closin= g price of Enron Corp. common stock on the January 1 before the date of pay= ment, and such payment shall be made in shares of Enron Corp common stock"".= This would result in approximately 8.3 shares to be distributed for every= share in the account on January 1, 2001. Although this would be the most = beneficial to the participants due to the decline of the value of Enron Cor= p. common stock from $83 to $10 per share, this methodology goes beyond se= ction 6.3. The calculations below illustrate the difference in the value and method of= distribution under each of the three interpretations: Section 6.3=09=09Plan Administrators=09=09Section 7.1 Number of shar= es Relative share Phantom Stock 10% -600=09=09=09=09-54,866 Value to be shares=09=09=09$493,792 Current stock shares=09=09=0949,379 shares I believe my interpretation under section 6.3 is correct and fair. If the = administrators insist on distributing shares instead of cash then section 7= .1 should apply. The current interpretation of the plan administrators is = a hybrid between the two sections resulting in the lowest possible payout. = =20 In addition to myself, Tom Martin, Scott Neal, and Don Black are facing the= same issue. I would appreciate your review and consideration of this matt= er. Sincerely, Phillip Allen =20"
Normal,"Greg, After making an election in October to receive a full distribution of my de= ferral account under Section 6.3 of the plan, a disagreement has arisen reg= arding the Phantom Stock Account. =20 Section 6.3 states that a participant may elect to receive a single sum dis= tribution of all of the participant's deferral accounts subject to a 10% pe= nalty. This provision is stated to be notwithstanding any other provision = of the plan. It also states that the account balance shall be determined a= s of the last day of the month preceding the date on which the committee re= ceives the written request of the participant. In my case this would be as= of September 30th. I read this paragraph to indicate a cash payout of 90%= of the value of all deferrals as on September 30, 2001. The plan administ= rators, however, interpret this paragraph differently. Their reading yield= s a cash payout of 90% of the value for deferrals other than the Phantom St= ock Account, which they believe should be paid with 90% of Enron Corp. sha= res in the account as of September 30, 2001. Their justification is that i= n several places throughout the plan document and brochures it is stated th= at the distributions of the Phantom Stock Account shall be made in shares o= f Enron Corp. common stock. There are two reason that I do not agree with their interpretation. First,= section 6.3 begins with ""notwithstanding any other provision of the Plan.= "" This indicates that any other payout methodologies described in other se= ctions of the plan which deal with normal distribution at termination do no= t apply. Second, the language in section 6.3 stating ""a single sum distrib= ution of all of the Participant's deferral accounts"" indicates that one pay= ment will be made not a cash payment separate from a share distribution. The interpretation of the administrators goes beyond section 6.3. If that = is the case then section 7.1 should apply. This section does provide for t= he Phantom Stock Account to be paid in shares. However, it states ""The val= ue of the shares, and resulting payment amount, will be based on the closin= g price of Enron Corp. common stock on the January 1 before the date of pay= ment, and such payment shall be made in shares of Enron Corp common stock"".= This would result in approximately 8.3 shares to be distributed for every= share in the account on January 1, 2001. Although this would be the most = beneficial to the participants due to the decline of the value of Enron Cor= p. common stock from $83 to $10 per share, this methodology goes beyond se= ction 6.3. The calculations below illustrate the difference in the value and method of= distribution under each of the three interpretations: Section 6.3=09=09Plan Administrators=09=09Section 7.1 Number of shar= es Relative share Phantom Stock 10% -600=09=09=09=09-54,866 Value to be shares=09=09=09$493,792 Current stock shares=09=09=0949,379 shares I believe my interpretation under section 6.3 is correct and fair. If the = administrators insist on distributing shares instead of cash then section 7= .1 should apply. The current interpretation of the plan administrators is = a hybrid between the two sections resulting in the lowest possible payout. = =20 In addition to myself, Tom Martin, Scott Neal, and Don Black are facing the= same issue. I would appreciate your review and consideration of this matt= er. Sincerely, Phillip Allen =20"
Normal,"Yevgeny, Please send me an email describing the zero option so I can pass it along to the other SME's. Phillip -----Original Message----- From: Frolov, Yevgeny Sent: Monday, November 19, 2001 10:26 AM To: Allen, Phillip K. Cc: McDaniel, Kirk; Coleman, Brad; O'rourke, Tim Subject: BRM Case & Options Importance: High Phillip, I am following up to our BRM conversation from Friday. Obviously it is a valid questions to ask and as you requested I am attaching two documents: one summarizing the options and 2nd cash flow impact. In the cash flow impact Case 2 & 3 already account for additional cut of 100k from existing cost. (it comes from Expenses such as projected traveling 30K+Cut in Media 20K + Cut in sim exercises 50K) The cut in sim exercises need to be confirmed with you. A total of two sims could be cut one. Accenture will address this question tomorrow during the meeting. Also, I will ask them to cut the meeting by 10 min, thus we can go over the documents and can answer your questions. I am not sure what is Tim's schedule for tomorrow, but at least Kirk and myself will be around. Obviously cutting sims is not the best options but we are considering all alternatives at this time. We will continue to review how to cut labor and expenses. One question that it would be good if you think about it before we meet is as follow. Is BRM ""core"" to the Enron for next few months or new organization? Please consider the costs of finishing this project. Sincerely, Yevgeny Frolov 713-345-8250 w << File: BRM Cash Flow Cases.xls >> << File: BRM Contingency Numbers Rev3.xls >>"
Normal,"Mike & Tony, Rather than fill in the design selections, I have attached a spreadsheet that estimates the costs. Since I have spent so much time researching the house, I think my numbers are pretty close. I would be interested in working with a contractor on a cost plus fixed fee basis. I don't know if this would be agreeable to you. Take a look at the numbers and let me know what you think. If we could work together on this basis, I will complete the design selections. I will make the adjustments necessary to stay within the allowances as we get actual quotes from sub-contractors. We are torn between two good locations. However, we are leaning towards Kerrville. The lot in Kerrville is substantially more expensive than our lot in San Marcos, so we are really stretched to make this house work financially. We have decided that if we can make Kerrville work within our budget we will go ahead, if not we will fall back to our plan to move to San Marcos. I don't know how many jobs you have going currently, but if we could reach an agreement we would like to start immediately. Phillip Allen 713-463-8626 pallen70@hotmail.com"
Normal,"-----Original Message----- From: Allen, Phillip K. Sent: Monday, November 26, 2001 11:10 AM To: 'med@dyalroberts.com' Subject: Mike & Tony, Rather than fill in the design selections, I have attached a spreadsheet that estimates the costs. Since I have spe"
Normal,"Mery, Are we scheduled to meet tomorrow at 10 AM? If yes can we change to 2 PM? Phillip -----Original Message----- From: Sent: Friday, November 16, 2001 12:22 PM To: pallen@enron.com Cc: kmcdani@enron.com; Frolov, Yevgeny Subject: Summary of Today's Meeting Phillip, Thank you for meeting with us today. I want to take a few minutes to summarize the decisions that came out of our meeting. 1. Feedback Approach: We will incorporate the ideas and suggestions you gave us and move forward with this approach. 2. SME Review of Knowledge System Topics: When the time comes for Topics reviews, we will send you the name of the SME who is responsible for sign-off on each topic. 3. Conversion and Arbitrage Problems: We will brainstorm ways to incorporate more problems without going over our 4-6 hour target. We will meet with you next Tuesday at 10:00 to review the problems as we've designed them so far and arrive at a solution. (I will send an e-mail Monday with the room number.) Have a good weekend. Mery This message is for the designated recipient only and may contain privileged, proprietary, or otherwise private information. If you have received it in error, please notify the sender immediately and delete the original. Any other use of the email by you is prohibited."
